[2020-06-16 10:04:30.489] 
[2020-06-16 10:04:30.504] Dbg> 
[2020-06-16 10:04:30.520] code 1003
[2020-06-16 10:04:30.536] 
[2020-06-16 10:04:30.520] EngVersion 1.10:04  Machine Metis-MF3z DOM
[2020-06-16 10:18:16.795] @f22@|[Sensor8]|033:10.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:17.341] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:17.341] @f26@|[Heat1]|033:10.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:17.560] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:17.560] @f26@|[Heat2]|033:10.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:17.716] @f22@|[Sensor1]|033:11.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor2]|033:11.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor3]|033:11.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor4]|033:11.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor5]|033:11.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor7]|033:11.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:17.810] @f22@|[Sensor8]|033:11.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:18.341] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:18.341] @f26@|[Heat1]|033:11.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:18.560] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:18.560] @f26@|[Heat2]|033:11.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:18.716] @f22@|[Sensor1]|033:12.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor2]|033:12.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor3]|033:12.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor4]|033:12.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor5]|033:12.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor7]|033:12.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:18.810] @f22@|[Sensor8]|033:12.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:19.341] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:19.341] @f26@|[Heat1]|033:12.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:19.575] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:19.575] @f26@|[Heat2]|033:12.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:19.716] @f22@|[Sensor1]|033:13.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor2]|033:13.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor3]|033:13.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor4]|033:13.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor5]|033:13.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor7]|033:13.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:19.809] @f22@|[Sensor8]|033:13.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:20.372] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:20.372] @f26@|[Heat1]|033:13.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:20.575] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:20.575] @f26@|[Heat2]|033:13.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:20.715] @f22@|[Sensor1]|033:14.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor2]|033:14.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor3]|033:14.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor4]|033:14.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor5]|033:14.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor7]|033:14.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:20.809] @f22@|[Sensor8]|033:14.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:21.372] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:21.372] @f26@|[Heat1]|033:14.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:21.574] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:21.574] @f26@|[Heat2]|033:14.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:21.715] @f22@|[Sensor1]|033:15.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor2]|033:15.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor3]|033:15.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor4]|033:15.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor5]|033:15.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor7]|033:15.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:21.809] @f22@|[Sensor8]|033:15.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:22.371] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:22.371] @f26@|[Heat1]|033:15.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:22.574] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:22.574] @f26@|[Heat2]|033:15.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:22.715] @f22@|[Sensor1]|033:16.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor2]|033:16.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor3]|033:16.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor4]|033:16.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor5]|033:16.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor7]|033:16.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:22.809] @f22@|[Sensor8]|033:16.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:23.371] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:23.371] @f26@|[Heat1]|033:16.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:23.574] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:23.574] @f26@|[Heat2]|033:16.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:23.715] @f22@|[Sensor1]|033:17.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor2]|033:17.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor3]|033:17.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor4]|033:17.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor5]|033:17.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor7]|033:17.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:23.808] @f22@|[Sensor8]|033:17.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:24.339] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:24.371] @f26@|[Heat1]|033:17.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:24.558] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:24.558] @f26@|[Heat2]|033:17.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:24.730] @f22@|[Sensor1]|033:18.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor2]|033:18.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor3]|033:18.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor4]|033:18.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor5]|033:18.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor7]|033:18.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:24.808] @f22@|[Sensor8]|033:18.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:25.339] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:25.339] @f26@|[Heat1]|033:18.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:25.574] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:25.574] @f26@|[Heat2]|033:18.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:25.714] @f22@|[Sensor1]|033:19.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor2]|033:19.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor3]|033:19.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor4]|033:19.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor5]|033:19.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor7]|033:19.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:25.808] @f22@|[Sensor8]|033:19.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:26.370] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:26.370] @f26@|[Heat1]|033:19.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:26.558] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:26.558] @f26@|[Heat2]|033:19.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:26.730] @f22@|[Sensor1]|033:20.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor2]|033:20.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor3]|033:20.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor4]|033:20.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor5]|033:20.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor7]|033:20.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:26.808] @f22@|[Sensor8]|033:20.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:27.339] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:27.339] @f26@|[Heat1]|033:20.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:27.558] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:27.558] @f26@|[Heat2]|033:20.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:27.729] @f22@|[Sensor1]|033:21.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor2]|033:21.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor3]|033:21.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor4]|033:21.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor5]|033:21.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor7]|033:21.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:27.808] @f22@|[Sensor8]|033:21.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:28.354] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:28.354] @f26@|[Heat1]|033:21.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:28.557] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:28.557] @f26@|[Heat2]|033:21.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:28.729] @f22@|[Sensor1]|033:22.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor2]|033:22.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor3]|033:22.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor4]|033:22.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor5]|033:22.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor7]|033:22.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:28.807] @f22@|[Sensor8]|033:22.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:29.354] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:29.354] @f26@|[Heat1]|033:22.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:29.573] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:29.573] @f26@|[Heat2]|033:22.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:29.713] @f22@|[Sensor1]|033:23.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor2]|033:23.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor3]|033:23.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor4]|033:23.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor5]|033:23.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor7]|033:23.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:29.807] @f22@|[Sensor8]|033:23.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:30.369] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:30.369] @f26@|[Heat1]|033:23.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:30.573] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:30.573] @f26@|[Heat2]|033:23.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:30.713] @f22@|[Sensor1]|033:24.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor2]|033:24.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor3]|033:24.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor4]|033:24.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor5]|033:24.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor7]|033:24.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:30.807] @f22@|[Sensor8]|033:24.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:31.369] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:31.369] @f26@|[Heat1]|033:24.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:31.572] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:31.572] @f26@|[Heat2]|033:24.880 |dMVn=-1536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:31.713] @f22@|[Sensor1]|033:25.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor2]|033:25.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor3]|033:25.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor4]|033:25.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor5]|033:25.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor7]|033:25.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:31.806] @f22@|[Sensor8]|033:25.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:32.369] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:32.369] @f26@|[Heat1]|033:25.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:32.556] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:32.556] @f26@|[Heat2]|033:25.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:32.728] @f22@|[Sensor1]|033:26.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor2]|033:26.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor3]|033:26.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor4]|033:26.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor5]|033:26.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor7]|033:26.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:32.806] @f22@|[Sensor8]|033:26.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:33.353] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:33.353] @f26@|[Heat1]|033:26.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:33.556] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:33.556] @f26@|[Heat2]|033:26.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:33.728] @f22@|[Sensor1]|033:27.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor2]|033:27.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor3]|033:27.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor4]|033:27.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor5]|033:27.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor7]|033:27.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:33.806] @f22@|[Sensor8]|033:27.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:34.353] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:34.353] @f26@|[Heat1]|033:27.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:34.556] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:34.556] @f26@|[Heat2]|033:27.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:34.728] @f22@|[Sensor1]|033:28.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor2]|033:28.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor3]|033:28.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor4]|033:28.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor5]|033:28.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor7]|033:28.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:34.806] @f22@|[Sensor8]|033:28.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:35.353] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:35.353] @f26@|[Heat1]|033:28.680 |dMVn=-14536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:35.556] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:35.556] @f26@|[Heat2]|033:28.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:35.728] @f22@|[Sensor1]|033:29.060 |Tar=,090,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor2]|033:29.060 |Tar=,090,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor3]|033:29.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor4]|033:29.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor5]|033:29.060 |Tar=,000,Cur=,022,Sen=,022,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor7]|033:29.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:35.805] @f22@|[Sensor8]|033:29.060 |Tar=,000,Cur=,025,Sen=,025,Air=,000,
[2020-06-16 10:18:36.352] [CentralHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:36.352] @f26@|[Heat1]|033:29.680 |dMVn=-13536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:36.555] [EndsHeaterCtrl_Hotspot]duty = 0
[2020-06-16 10:18:36.555] @f26@|[Heat2]|033:29.880 |dMVn=-536,MVn-1=000,MVn=000,FF_Duty=000,MAX_Duty=000,DUTY=000
[2020-06-16 10:18:36.727] @f22@|[Sensor1]|033:30.060 |Tar=,090,Cur=,039,Sen=,039,Air=,000,
[2020-06-16 10:18:36.805] @f22@|[Sensor2]|033:30.060 |Tar=,090,Cur=,026,Sen=,026,Air=,000,
[2020-06-16 10:18:36.805] @f22@|[Sensor3]|033:30.060 |Tar=,105,Cur=,038,Sen=,038,Air=,000,
[2020-06-16 10:18:36.805] @f22@|[Sensor4]|033:30.060 |Tar=,000,Cur=,035,Sen=,035,Air=,000,
